RECID,FIRSTNAME,LASTNAME,ADDRESS,CITY,STATE,ZIP,SSN,IDTRUTH
A955726,JORGE,CLINTON,1780 VALE DR,CLERMONT,KFLORIDA,34711,,111
A954564,JORGE,CLINOTN,530 PARKSIDE AVE,MERRITT ISLAND,FLORIDA,32953,11659645,111
A920669,JORGE,CLINTON,530 PARKASIDE AVE,MERRITT INSLAND,FLORIDA,32953,,111
A965548,MAYR,IPNAL-RINCON,26815 PAMELA DER,CANYON COUNTRY,CALIFORNIA,91351,11702691,112
A962183,MAYR,PINAL-RINCON,634 ALBER ST,CHULA VISTA,CALIFORNIA,91911,101702691,112
A947236,MARY,PINLA-RINCON,1371 BROOKSIDE DR,VENICE,FLORIDA,34285,17102691,112
A947196,MARY,PINAL-RINCON,634 ALBER ST,CHULA VISTA,CALI,91911,,112
A943060,MAMIE,PINAL-RINCON,J634 ALBER ST,CHULA VISTA,CALIFORNIA,91911,11702691,112
A930933,MARY,PINAL-RINCON,4300 THE WOODS DR,SAN JOSE,CALIFORNIA,95136,11706291,112
A928733,POLLY,PINAL-RINCON,26815 PAMELA DR,CANYON COUNTRY,CALIFORNIA,91351,11702691,112
A924444,MOIRA,PINAL-RNCON,1371 BROOKSIDE DR,VENICE,FLORIDA,34285,11702691,112
A918575,,PINAL-RINCON,26815 PAMELA DR,CANYON CEOUNTRY,CALIFORNIA,91351,11702691,112
A907729,C,PINAL-RINCON,1371 BROOKSIDE DR,VENICE,FLORIDA,34285,11702691,112
A979126,MATTHEW,CHECA,8818 MINES AVE,PICKO RIVERA,CALIFORNIA,90660,,113
A976097,MTATHEW,CHECA,634 N PASS AVE,BURBANK,CALIFORNIA,91505,,113
A972294,MATTHEW,CHECA,8423 LAKE CRYSTAL DR,HOXUSTON,TEXAS,77095,11720882,113
A959532,MATTHEW,CHECA,8423 LAKE CRYSJTAL DR,HOUSTON B77095,TEXAS,,,113
A956901,MATTHEW,CHECA,9509 BRADWELL AVE,SANTA FE SPRTINGS,CALIFORNIA,90670,11720882,113
A972120,JULIA,PALOMINO,2149 SW GEMINI LANE,DPORT SAINT LUCIE,FLORIDA,34984,11733927,114
A966816,JILL,PALOMINO,2062 VILLA TER,CLEARWATER 33R763,FLORIDA,,,114
A955013,J,PALOMINO,534 SW 154TH CT,MIAMI,FLORIDA,33185,11733297,114
A938672,ANDREW,DOLAN,2149 S GEMINI LN,PORT SAINT LUCIE,FLORIDA,34984,,115
A928934,ANDREW,DOLNA,214 SW GEMINI LN,PORT SAINT LUCIE,FLORIDA,34984,11738569,115
A915012,ANDREW,DOLAN,2062 VILLA TER,CLEARWATER,FLORIDA,33763,11738569,115
A966940,OLGA,WINTERS,4 MEADOWLARK CIRC,ELLENTON,FLORIDA,34222,,116
A948787,OLGA,WINTERS,9611 CUSTER RD,PLANO,TEXAS,75025,11743471,116
A937353,OLGA,DECOITS,44 MEADOWLARK CI,ELLENTON,FLORIDA,34222,,116
A914289,OLGA,WINTERS,44 MEEADOWLARK CIRCLE,ELLENTON,FLORIDA,34222,11743471,116
A909139,OLGA,WINTERS,7002 WHITE TAIL DR,SPRING,TEXAS,77379,11743741,116
A987927,W,THOMAS,9611 CUSTER RD,PLANO,TEXAS,75025,17147436,117
A986621,THOMAS,DECOTIS,8818 MYINES AVE,PICO RIVERA,CALIFORNIA,660,,117
A985448,THOMAS,DECOTIS,7002 WHITE TAIL DR,SPRING,TEXAS,77379,11747436,117
A981535,W,DECOTIS,9611 CUSTER RD,PLANO,TEXAS,75025,11774436,117
A976025,THOMAS,DECOTIS,7002 WHITE TAIL DR,SPRING,TEXAS,77379,11747346,117
A958252,THOM,DECOTIS,8818 MINES AVE,PICO RIVERA,CALIFORNIA,660,11747436,117
A949132,T,DECOTIS,135 W WASHINGTON BLVD,PASADENA,N CALIFORNIA,91103,,117
A932579,HTOMAS,DECOTIS,135 W WASHINGTON BLVD,PASDENA,CALIFORNIA,91103,11747346,117
A930032,W,DECOTIS,8818 MINES AVE,PICO RIVERA,CLIF,90660,,117
A924404,THOMAS,DECOTIS,14161C HALPER RD,POWAY A92064,CALIFORNIA,,11747436,117
A919936,TOM,ECOTIS,14161 HALPER RD,POWAY,CALIFORNIA,92064,,117
A917505,THOMAS,DECOTIS,14161 HALPER RD,POWAY,CALIFORNIA,92064,,117
A905799,THOMAS,DECOTIS,7002 WHITE TAIL DR,SPRING,TEXAS,77379,,117
A905451,THOMAS,EDCOTIS,9611 CUSTER RD,PLANO,TEXAS,75025,,117
A980168,CLETT,BERBER,3229 BOWIE ST,AMAJRILLO,TEXAS,79109,,118
A985909,CORNELIA,NORMAN,2801 W,MICO,TX78056,,,119
A983530,NEELY,DELROSRIO,518T6 SPRINGWOOD RD,SPRING HILL,FLORIDA,34609,,119
A913140,B,NORMNA,231 COUNTY ROAD 2801 W,MICO,TEXAS,78056,,119
A991879,SENA,NORMAN,231 COUNTY ROAD 2801 W,MICO,TEXAS,78056,11807242,120
A968764,SEAN,NORMAN,231 COUNTY ROAD 2801 W,MICO,TEXAS,78056,11807224,120
A993963,A,TOMBERLIN,245 BUTTONWOOD AVE,WINTER SPRINGS,FLORIDA,32708,11087503,121
A992127,DEAN,PALMER,1735 E WASHINGTON ST,COLTON,CALIFORNIA,92324,11807503,121
A988464,DENA,TOMBERLNI,2006 15TH ST SW,WINTER HAVEN,FLORIDA,33880,11807503,121
A983575,DEAN,PALMER,2006 15TH ST SW,WINTER HAVEN,FLORIDA,33880,11807503,121
A978834,DENA,PALMER,245 BUTTONWOOD AVE,WINTER SPRINGS,FLORIDA,32708,,121
A977448,DENA,TOMBERLIN,2006 15TH ST SW,WINTER HAVEN,FLORIDA,33880,11807503,121
A913450,DENA,PALMER,2135 LYNX PL,LOXAHATCHEE,FLORIDA,33470,11807503,121
A979649,DANIEL,TOMBERLIN,9120 GREENLEAF AVE,WHITTIER J90602,CALIFORNIA,,11826465,122
A971708,A,TOMBERLIN,2411 OAKMONT AVE,SANTA ANA,CALIFORNIA,92706,,122
A964283,DAN,TOMBERLI,13B31 GRANITE SPRINGS DR,CHULA VISTA,CALIFORNIA,91915,,122
A959899,DANIEL,TOMBERLIN,1331 GRANITE SPRINGSDR,CHULA VISTA,CALI,91915,11826465,122
A929039,DNAIEL,TOBMERLIN,2411 OAKMONT AVE,SANTA ANA,CALIFORNIA,92706,11826465,122
A982541,GEYAS,MURPHY,1420 BETHEL LN,SANTA MARIA,CALIFORNIA,93458,,123
A941459,GEYSA,MURPHY,3020 TAGURA DR,MODERSTO,CALI,95355,11480521,123
A929624,GEYSA,UMRPHY,1744 HANNAH CIR,SIM VALLEY,CALIFORNIA,93063,,123
A988731,M,GOME-ZHERNANDEZ,1533 PICASSO LN,OXNARD,CALIFORNIA,93033,11843845,124
A982469,M,ELLEN,1533 PICASSO LN,OXXNARD,CALIFORNIA,93033,11843845,124
A951683,E,GOMEZ-HERNANDEZ,1533 PICASSO LANE,OXNARD,CALIFORNIA,93033,11483845,124
A947039,LELEN,GOMEZ-HERNANDEZ,800 LEXINGTON ST,DELANO,CALIFORNIA,93215,11843845,124
A941016,ELLNE,GOMEZ-HERNANDEZ,1818 16TH SR,SANTA MONICA,CALIFORNIA,90404,11843845,124
A917683,HELEN,GOMEZ-HERNANDEZ,1037 ESSEX AVE,SUNNYVALE,CALIFORNIA,94089,11843845,124
A909455,ELLEN,GOMEZ-HERNANDEZ,3275 DUBLIN DR,SOUTH SAN FRANCISCO,CALI,94080,,124
A908197,ELLEN,ZENGEL,3275 DUBLRIN DR,SAN FRANCISCO A,SOUTH,94080,11843485,124
A937759,JOAQUIN,ZENGEL,3275 DUBLIN DR,SOUTH SAN FRANISCO,CALIFORNIA,94080,11845832,125
A932772,JOAQUIN,ZENGEL,2909 SANTA ANA ST,CORPUS CHRISTI,TEXAS,78415,,125
A973823,CHRISTINE,BRODIE,3413 N MCCOLL RD,MCALLEN,TEXAS,78501,11848240,126
A966424,ANTONIO,BERYR,6524 MERIDIAN ST,LOS ANGELES,CALIFORNIA,90042,11852550,127
A981178,RHONAD,LOPEZ,81875 AVENUE 48,INDIO A,,92201,11896528,128
A979766,RHONDA,LANTIGUA,321 DAISY AVE,LONG BEACH,CALIFORNIA,90802,11869528,128
A975601,RHONDA,LOPEZ,1537 SOLANDO WAY,SALINAS,CALIFORNIA,93906,11869528,128
A971317,RHONDA,LOPEZ,1537 SOLANDO WAY,SALINAS,CALIFORNIA,93906,,128
A954403,R,LANTIGUA,321 DAISY AVE,LONG BEACH,CALIFORNIA,90802,11869528,128
A952712,RHONAD,LOPEZ,321 DAISY AVE,LONG BEACH,CALIFORNIA,90802,11869528,128
A948035,RHONDA,LANTIGUA,81875 AVENUE 48,INDOIO,CALIFORNIA,92201,,128
A930643,RHONDA,LOPEZ,980 NANTUCKET BLVD PT,SALINAS,CALIFORNIA,93906,,128
A930338,RHONDA,LOPEZ,3626B 31ST ST,SAN DIEGO,CALIFORNIA,92104,11869528,128
A997462,D,LANIGUA,81875 AVENUE 48,INDIO,CALIFORNIA,92201,11877041,129
A977097,DAIVD,LANTIGUA,321 DAISY AVE,LONG BEACH,CALIFORNIA,90802,11877041,129
A973663,DAVY,LANTIGUA,321 DAISY AVE,LONG BEACH,CALIFORNIA,90802,101877041,129
A932490,DAVID,L,81875 AVENUE 48,INDIO,CALFORNIA,92201,11877041,129
A922134,DAVDI,LANTIGUA,81875 AVENUE 48,INDIO,CALIFORNIA,92201,11877014,129
A986751,ELISHA,WILT,14031 CERISE AVE,HAWTHORNE,CALI,90250,11891976,130
A960742,ELLIS,WILT,14031 CERISE AVE,HAWTHORNE,CALIFORNIA,90250,11899176,130
A917451,ELISHA,WILT,424S E ST,PORTERVILLE,CALIFORNIA,93257,11819976,130
A912735,ELISHA,WILT,685 SPRNG AVE,MORGAN HILL,CALIFORNIA,95037,11891976,130
A911277,E,WILT,14031 CERISE AVE,HAWTHORNE,CALIFORNIA,90250,,130
A960565,CHARLES,GLASS,26467 TRANCAS,SUN CITY,CALIFORNIA,92586,11902788,131
A926807,A,GLASS,26467 TRANCAS CT,SUN CITY,CALIFORNIA,92586,11902788,131
A908326,C,G,26467 TANCAS CT,SUKN CITY,CALIFORNIA,92586,11902788,131
A913831,JENNIFER,UGODNIKOV,9653 ANTON OAKS WAY,ELK GROVE,CALIFORNIA,9524,,132
A977889,MANUEL,TAMKOC,9653 ANTON OAKS WAY,ELK GROVE CALI,,95624,11932109,133
A965636,MANUEL,TAMKOC,11296 REED ISLQAND DR,JACKSONVILLE,FLORIDA,32225,,133
A934986,MANUEL,TAMKOC,11296 REED ISLAND DR,JACKSONVILLE,FLORIDA,32225,11932109,133
A913960,IMMANUEL,TAMKOC,11296 REED ISLAND DR,JACKSONVILLE,FLORIDA,32225,,133
A983929,BLAIR,FORTH,8686 HILLERY DR,SAN DIEGO,CALIFORNIA,92126,,134
A980815,BLAIR,FORTH,1331 W 88TH ST,LOS ANGELES,CALIFORNIA,90044,,134
A971827,BLAIR,JACQUES,1331 W 88TH ST,LOS ANGELES 9004Q4,CALIFORNIA,,101940846,134
A962546,BLAIR,JACQUES,1331 W 88TH ST,LOS ANGELES,CALIFORNIA,90044,11940846,134
A959984,BLAIR,FORTH,345 N 4TH ST,MONTEBELLO CALF,,90640,11940486,134
A954542,BLAIR,FORTH,345 N 4TH ST,MONTEBELLO,CALIFORNIA,90640,,134
A930152,B,FORTH,640 COOPER AVE,YUBA CITY,CALIFORNIA,95991,,134
A927515,BLAIR,FORTH,345 N 4TH ST,MONTEBELLO,CALIFORNIA,90640,11948046,134
A905810,BLAIR,FORTH,6L40 COOPER AVE,YUBA CITY,CALIFORNIA,95991,,134
A976591,PHILIP,JACQUES,1331 W 88TH ST,LOS ANGELES 90R044,CALIFORNIA,,11965187,135
A975784,PHILIP,JACQUES,21022 LOS ALISOS BLVD,RANCHO SANTA MARGARITA,CALIFORNIA,92688,11961587,135
A957528,PHILIP,JACQUES,1331 W 88TH ST,LOS ANGELES,CALIFORNIA,90044,,135
A953502,PHILIP,JACQUES,6121 S VERDUN AVE,LOS NGELES,CALIFORNIA,90043,,135
A953093,PHILIP,JACUQES,6121 S VERUN AVE,LOS ANGELES,CALIFORNIA,90043,11965187,135
A945910,PHILIP,JACQUES,6121 S VERDUN AVE,LOS ANGELES,CALIFORNIA,90043,11965187,135
A929744,PHILIP,JAQCUES,21022 LOS ALISOS BLVD,RANCHO SANTA MARGARITA,CALIFORNIA,92688,11965187,135
A922052,PHILIP,JACQUES,21022 LOSF ALISOS BLVD,RMANCHO SANTA MARGARITA,CALIFORNIA,92688,11965187,135
A907451,HERACLIO,GONZALES,3414 BLOOMINGDALE OAKS DR,VALRICO,FLORIDA,33596,,136
A960682,ILKNUR,VOGL,2603 BRADBURN HILL LANE,HOUSTON,TEXAS,77014,,137
A907917,ILKNRU,VOGL,715 YAUPON CT,BURLESON,TEXAS,76028,11978561,137
A991579,MIGUEL,FERRETIZ,10507 RIPPLING FIELDS DR,HOUSTON,TEXAS,77064,,138
A957796,K,FERRETIZ,3535 PLAINSMAN LN,BRYAN,TEXAS,77802,11997526,138
A944730,MIGUEL,FERRETIZ,317 N GRAND VE,SHERMAN,TEXAS,75090,11997562,138
A944288,MIGUEL,FERRETIZ,3300 W PARK BLVD,PLANO,TEXAS,75075,11997526,138
A918612,MIGUEL,FERRETIZ,3535 PLAINSMAN LN,BRYAN,TEXAS,77802,11979562,138
A907776,MIGUEL,FERRETIZ,3535 PLAINSMAN LN,BRYAN,TEXAS,77802,11997562,138
A977972,ALYSHA,GUILLEN,3708 CHILES RD,DAVIS,CALIFORNIA,95618,12010147,139
A977683,RICHARD,TABLADA,5550 SPRINGHLOUSE DR,PLEASANTON,CALIFORNIA,94588,12010982,140
A975814,A,DICK,1103 CHAMISE CT,HEMET,CALIFORNIA,92545,12100928,140
A969441,RICHARD,TABLADA,5550 SPRINGHOUSE DR,PLEASANTON,CALIFORNIA,94588,12010928,140
A966276,A,TABLADA,1103 CHAMISE CT,HEMET,CALIFORNIA,92545,12010928,140
A961011,RICHARD,TABLAAD,5550 SPRINGHOUSE DR,PLEASANTON,CALIFORNIA,94588,12010928,140
A907367,A,TABLADA,110M3 CHAMISE CT,HEMET,CALIFORNIA,92545,12019028,140
A981647,L,TREZONA,1500 TWBIN OAKS CT,CLEBURNE,TEXAS,76033,12011589,141
A979033,SUSAN,TREZONA,1500 TWIN AKS CT,CLEBURNE,TEXAS,76033,12011589,141
A970263,S,TREZONA,7021 CROWN RIDGE DR,EL PASO,TEXAS,79912,102011589,141
A966296,L,TREZONA,2501 GEROL DR,GATLVESTON,TEXAS,77551,,141
A959270,SUSAN,TREZONA,14777 WUNDERLICH DR,HOUSTON,TEXAS,77069,12011589,141
A947260,SUSANNAH,TREZONA,1500 TWIN OAKS CT,CLEBURNE,TEXAS,76033,12011589,141
A914812,USSAN,TREZONA,2423 THRASHER OAK,SAN ANTONIO,TEXAS,78232,12011589,141
A911150,SUSAN,TREZONA,2713 PAWNEE DR,AMARILLO,TEXAS,79109,,141
A971641,RAUL,WAYALA,679 HILLTOP DR,REDDING,CALIFORNIA,96003,12023519,142
A961007,RAUL,AYALA,679 HILLTOP DR,REDDING,CALIFORNIA,96003,,142
A958602,RAUL,AYALA,7021 CROWN RIDGE DR,EL PASO,TEXAS,79912,12023519,142
A918999,RAUL,AYAAL,13751 EDWARDS ST,WESTMINSTER,CALIFORNIA,92683,12023519,142
A998445,AMPARO,SOLIZ-FAJARDO,5032 E TYLER AVE,FRESNO,CALIFORKNIA,93727,,143
A966570,AMPARO,WEICHERT,653 ROYAL STEWART DR,PLACENTIA,CALIFORNIA,92870,10240812,143
A947745,AMPARO,WEICHERT,032 E TYLER AVE,RESNO,CALIFORNIA,93727,12040812,143
A942592,AMPARO,WEICHERT,653 ROYAL STEWART DR,PLACENTIA,CALIFORNIA,92870,12040812,143
A925791,AMPARO,WEICHERT,223 RIKER TER,SALINAS,CALIFORNIA,93901,,143
A917765,AMPARO,WEICHERT,223 RIKER TER,SALINAS,CALIFORNIA,93901,12040812,143
A996966,DARRELL,SOLIZ-FAJARDO,5032 E TYLER AVE,FRESNO,CALIFORNIA,93727,,144
A978637,DARRELL,SOLIZ-FAJARDO,2270 FAXNTASY LN,SAN YSIDRO,CALIFORNIA,92173,12069502,144
A966796,DARRELL,SOLIZ-FAJARDO,Y369 VEGA RD,WATSONVILLE 950Y76,CALIFORNIA,,,144
A955864,DARRELL,SOLIZ-FAJARDO,4308 RADNOR AVE,LAKEWOOD,CALIFORNIA,90713,12069502,144
A930793,DARRELL,SOLI-ZFAJARDO,5032 E TYLER AVE,FRESNO,CALIFORNIA,93727,12069502,144
A915875,DRARELL,SOLIZ-FAJARDO,4308 RADNOR AVE,LAKEWOOD,CALIFORNIA,90713,,144
A908674,DARRELL,SOLIZ-AFJARDO,5032 E TYLER AVE,FRESNO,CALIFORNIA,93727,12069502,144
A905190,DARRELL,SOLIZ-FAJARDO,4308 RADNOR VE,LAKEWOOD 90713Z,CALIFORNIA,,21069502,144
A996797,C,HERMOSILLO,648 NATURE TRAIL WAY,ELK GROVE,CALIFORNIA,95757,12081568,145
A986727,C,DANA,3209 W SAN CARLOS ST,TAMPA,FLORIDA,33629,102085168,145
A968257,DANA,HERMOSILLO,13739 ORTEGA LNZ,HOUSTON,TEXAS,77083,,145
A967926,DANA,HERMOSILLO,117 W POINT LOOP,WEST POINT,TEXAS,78963,12085168,145
A965916,DANA,HERMOSILLO,2309 BALLEYBRPOOKE DR,LEWISVILLE,TEXAS,75077,12085168,145
A957817,D,HERMOSILLO,3209 W MSAN CARLOS ST,TAMPA,FLORIDA,3329,,145
A945842,C,HERMOSILLO,13739 ORTEGA LN,HOUSTN,TEXAS,77083,12085168,145
A932257,C,DAAN,117 W POINT LOOP,WEST POINT,TEXAS,78963,,145
A914877,DANA,HERMOSILLO,3669 FANWOOD AVE,LONG BEACH,TCA,90808,,145
A909078,D,HERMOSILLO,3209 W SAN CARLOS ST,TAMCPA,FLORIDA,33629,12058168,145
A985782,MIKE,MBELTRAN,3669 FANWOOD AVE,LONG BEACH,CALIFORNIA,90808,,146
A982361,MIKE,BELTRAN,3669 FANWOOD AVE,LONG BEACH,CALIFORNIA,90808,12086422,146
A981036,N,BELTARN,3669 FANWOOD AVE,LONG BEACH,CALIFORNIA,9008,12068422,146
A941482,MICHAEL,BELTRAN,1801 N FLAGLER DR,WEST PALM BEACH,FLORIDA,33407,12086422,146
A925834,MCIHAEL,BELTRNA,1801 N FLAGLER DR,WEST PALM BEACH,FLORIDA,33407,,146
A922932,N,BELTRAN,9648 NATURE TRAIL WY,ELK GROVE,CALIFORNIA,95757,,146
A959980,CAROLINA,HOCK,38154 FREMONT BLVD,FREMONT,CALIFORNIA,9536,10287833,147
A950008,CAROLINA,HOCK,38154 FREMONT BLVD,FREMONT,CALIFORNIA,94536,12087833,147
A949652,CAROLINA,HOCK,21319 ISLAND AVE,CARSON,CALIFORNIA,90745,12087833,147
A938417,CAROLINA,STURDEVANT,21319 ISLAND AVE,CARSON,CALIFORNIA,90745,,147
A917405,CAROLINA,HOCK,38154 FREMONT BLVD,FREMONT,CALIFORNIA,94536,12087833,147
A992954,SAMANTHA,STURDEVANT,4119 STA,HUNTINGTON PARK,CALI,9025,,148
A967178,D,STURDEVANT,1145 W 84TH ST,LOS ANGELES,CALI,90044,12103970,148
A928956,SAMANTHA,STURDEVANT,21319 ISLARND AVE,CARSON,CALIFORNIA,90745,12130970,148
A909391,SAMMY,STURDEVANT,1296 DAVID DR,OAKDALE,CALIFORNIA,95361,12103970,148
A994849,RONDA,RUTHERFORD,1649 S OHOBART BLVD,LOS ANGELES,CALIFORNIA,90006,12104601,149
A992227,RONDA,RODRIGUEZZ,1649 S HOBARKT BLVD,LOS ANGELES,CAO,90006,12104601,149
A988502,RONDA,RUTHERFORD,4809 MAPLEPLAIN AVE,ELK GROVE 9575M8,CALIFORNIA,,12104601,149
A947249,RONDA,RUTHERFORD,4Q821 GARDENBROOK LN,ORLANDO,FLORIDA,32821,12140601,149
A938956,RONDA,RODRIGUEZ,4821 GARDENBROOK LN,ORLANDO 3282K1,FLORIDA,,12106401,149
A922774,RONDA,RUTHERFORD,4821 GARDENBROOK LN,ORLANDO,FLORIDA,32821,12140601,149
A918897,RONDA,RUTHERFORD,1649 S HOBART BLVD,LOS ANGELES,CALIFORNIA,90006,102104601,149
A956786,ALXE,RODRIGUEZ,4821 GARDENBROOK LN,ORLANDO L,,32821,11210030,150
A915482,ALEX,RODRIGUEZ,4821 GARDENBROOK LN,ORLANDO,FLORIDA,32821,,150
A908925,ALEX,RODRIGUEZ,4821 GARDENBROOK LN,ORLANDO,FLORIDA,32821,12110300,150
